identidade,idempenho,data,numnaturezaemp,organograma
17700,"21.827.382,00",2024-12-30,"31.901.101.000.000,00",2.012
17700,"16.341.948,00",2024-12-04,"33.903.039.000.000,00",2.016
17700,"16.341.946,00",2024-12-04,"33.903.919.000.000,00",2.016
17700,"16.341.934,00",2024-12-04,"33.903.914.000.000,00",2.021
17700,"16.341.932,00",2024-12-04,"33.903.999.000.000,00",2.009
17700,"16.341.927,00",2024-12-04,"33.903.988.000.000,00",2.005
2.713,"16.397.019,00",2024-12-04,"31.901.302.000.000,00",1.001
2.713,"16.397.020,00",2024-12-04,"31.901.302.000.000,00",1.001
2.713,"16.397.029,00",2024-12-04,"31.901.302.000.000,00",1.001
2.713,"16.397.001,00",2024-12-04,"31.909.499.000.000,00",1.001
2.713,"16.397.003,00",2024-12-04,"33.904.601.000.000,00",1.001
2.713,"16.397.005,00",2024-12-04,"31.901.101.000.000,00",1.001
2.713,"16.396.964,00",2024-12-04,"31.901.143.000.000,00",1.001
2.713,"16.396.966,00",2024-12-04,"31.901.144.000.000,00",1.001
2.713,"16.396.967,00",2024-12-04,"31.909.499.000.000,00",1.001
2.713,"16.396.970,00",2024-12-04,"33.904.601.000.000,00",1.001
2.713,"16.396.971,00",2024-12-04,"31.901.101.000.000,00",1.001
2.713,"16.341.328,00",2024-12-04,"33.901.414.000.000,00",1.001
2.856,"16.392.937,00",2024-12-04,"33.903.916.000.000,00",4.001
2.858,"16.392.969,00",2024-12-04,"44.905.212.000.000,00",6.001
2.863,"16.345.520,00",2024-12-04,"33.903.981.000.000,00",12.001
2.862,"16.387.539,00",2024-12-04,"33.903.039.000.000,00",10.001
2.862,"16.387.541,00",2024-12-04,"33.903.919.000.000,00",10.001
17700,"16.341.959,00",2024-12-04,"33.903.051.000.000,00",2.016
17700,"16.341.968,00",2024-12-04,"33.903.301.000.000,00",2.018
17700,"16.342.440,00",2024-12-04,"33.903.017.000.000,00",2.012
17700,"16.397.842,00",2024-12-04,"33.901.414.000.000,00",2.012
17700,"16.404.708,00",2024-12-04,"33.903.910.000.000,00",2.011
17700,"16.398.452,00",2024-12-04,"33.904.710.000.000,00",2.012
17700,"16.398.323,00",2024-12-04,"33.909.115.000.000,00",2.018
17700,"16.398.110,00",2024-12-04,"33.901.414.000.000,00",2.017
17700,"16.397.805,00",2024-12-04,"33.901.414.000.000,00",2.012
17700,"16.342.550,00",2024-12-04,"44.905.230.000.000,00",2.012
17700,"16.397.655,00",2024-12-04,"33.901.414.000.000,00",2.012
17700,"16.396.676,00",2024-12-04,"33.903.943.000.000,00",2.001
17700,"16.387.336,00",2024-12-04,"33.903.999.000.000,00",2.016
17700,"16.387.331,00",2024-12-04,"44.905.191.000.000,00",2.016
17700,"16.387.327,00",2024-12-04,"33.903.606.000.000,00",2.012
17700,"16.387.323,00",2024-12-04,"33.903.023.000.000,00",2.012
17700,"16.387.316,00",2024-12-04,"33.903.024.000.000,00",2.012
17700,"16.346.503,00",2024-12-04,"33.903.999.000.000,00",2.011
17700,"16.346.469,00",2024-12-04,"33.903.999.000.000,00",2.011
17700,"16.346.333,00",2024-12-04,"33.901.414.000.000,00",2.007
17700,"16.346.328,00",2024-12-04,"33.901.414.000.000,00",2.007
17700,"16.346.321,00",2024-12-04,"33.901.414.000.000,00",2.007
17700,"16.342.569,00",2024-12-04,"44.905.230.000.000,00",2.012
17700,"17.594.516,00",2024-12-06,"33.901.414.000.000,00",2.012
17700,"17.594.282,00",2024-12-06,"33.901.414.000.000,00",2.018
17700,"17.594.232,00",2024-12-06,"33.901.414.000.000,00",2.018
17700,"17.594.202,00",2024-12-06,"31.901.101.000.000,00",2.012
17700,"17.590.865,00",2024-12-06,"31.901.101.000.000,00",2.012
17700,"17.590.652,00",2024-12-06,"33.904.601.000.000,00",2.012
17700,"17.590.615,00",2024-12-06,"31.909.499.000.000,00",2.012
17700,"17.590.209,00",2024-12-06,"31.901.101.000.000,00",2.012
17700,"17.589.915,00",2024-12-06,"33.904.601.000.000,00",2.011
17700,"17.589.700,00",2024-12-06,"31.909.499.000.000,00",2.011
17700,"17.589.223,00",2024-12-06,"31.901.101.000.000,00",2.011
17700,"17.589.009,00",2024-12-06,"33.904.601.000.000,00",2.008
17700,"17.588.965,00",2024-12-06,"31.909.499.000.000,00",2.008
17700,"17.588.909,00",2024-12-06,"31.901.101.000.000,00",2.008
17700,"17.586.361,00",2024-12-06,"33.904.710.000.000,00",2.021
2.857,"17.609.296,00",2024-12-06,"31.901.302.000.000,00",5.001
2.857,"17.609.282,00",2024-12-06,"31.911.303.000.000,00",5.001
2.857,"17.609.263,00",2024-12-06,"33.904.601.000.000,00",5.001
2.857,"17.609.231,00",2024-12-06,"31.909.499.000.000,00",5.001
2.857,"17.609.117,00",2024-12-06,"31.901.101.000.000,00",5.001
2.857,"17.588.333,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.332,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.329,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.328,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.326,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.323,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.315,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.307,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.304,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.295,00",2024-12-06,"33.901.414.000.000,00",5.001
17700,"17.594.507,00",2024-12-06,"33.904.601.000.000,00",2.012
17700,"17.594.551,00",2024-12-06,"33.901.414.000.000,00",2.012
17700,"17.594.644,00",2024-12-06,"33.901.414.000.000,00",2.014
17700,"17.602.487,00",2024-12-06,"33.901.414.000.000,00",2.013
17700,"17.602.473,00",2024-12-06,"33.901.414.000.000,00",2.013
17700,"17.595.222,00",2024-12-06,"33.904.601.000.000,00",2.017
17700,"17.595.181,00",2024-12-06,"31.909.499.000.000,00",2.017
17700,"17.595.146,00",2024-12-06,"31.901.101.000.000,00",2.017
17700,"17.594.792,00",2024-12-06,"33.904.601.000.000,00",2.012
17700,"17.594.758,00",2024-12-06,"31.909.499.000.000,00",2.012
17700,"17.594.657,00",2024-12-06,"31.901.101.000.000,00",2.012
2.857,"17.588.282,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.242,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.239,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.237,00",2024-12-06,"33.901.414.000.000,00",5.001
2.856,"17.582.561,00",2024-12-06,"33.903.099.000.000,00",4.001
2.857,"17.588.235,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.231,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.217,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.212,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.210,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.184,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.180,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.070,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.588.032,00",2024-12-06,"33.901.414.000.000,00",5.001
2.857,"17.587.953,00",2024-12-06,"33.901.414.000.000,00",5.001
2.713,"17.589.784,00",2024-12-06,"31.901.101.000.000,00",1.001
2.856,"17.585.222,00",2024-12-06,"33.903.099.000.000,00",4.001
2.856,"17.583.486,00",2024-12-06,"33.903.099.000.000,00",4.001
2.861,"17.632.529,00",2024-12-06,"33.903.022.000.000,00",9.001
2.861,"17.632.499,00",2024-12-06,"33.903.007.000.000,00",9.001
2.861,"17.592.161,00",2024-12-06,"31.901.302.000.000,00",9.001
2.861,"17.592.021,00",2024-12-06,"33.904.601.000.000,00",9.001
2.861,"17.591.809,00",2024-12-06,"31.909.499.000.000,00",9.001
2.861,"17.591.635,00",2024-12-06,"31.901.101.000.000,00",9.001
17700,"14.969.312,00",2024-12-01,"33.903.975.000.000,00",2.016
17700,"14.950.645,00",2024-12-01,"33.904.710.000.000,00",2.02
17700,"14.949.788,00",2024-12-01,"33.903.948.000.000,00",2.007
17700,"14.949.621,00",2024-12-01,"33.904.710.000.000,00",2.013
17700,"14.949.142,00",2024-12-01,"33.904.710.000.000,00",2.013
17700,"14.947.587,00",2024-12-01,"33.903.988.000.000,00",2.005
17700,"14.944.745,00",2024-12-01,"33.903.007.000.000,00",2.008
17700,"14.944.101,00",2024-12-01,"33.903.301.000.000,00",2.02
2.863,"14.986.213,00",2024-12-01,"33.904.001.000.000,00",12.001
2.863,"14.951.753,00",2024-12-01,"33.909.247.000.000,00",12.001
2.856,"14.949.682,00",2024-12-01,"33.903.919.000.000,00",4.001
2.856,"14.949.618,00",2024-12-01,"33.903.001.000.000,00",4.001
2.857,"15.876.136,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.210,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.180,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.104,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.090,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.073,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.056,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.044,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.879.966,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.878.074,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.878.053,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.878.039,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.878.010,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.920,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.887,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.866,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.826,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.813,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.794,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.660,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.877.640,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.754,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.730,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.704,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.682,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.663,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.649,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.628,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.278,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.191,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.262,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.279,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.321,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.906,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.736,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.354,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.700,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.142,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.095,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.885.061,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.881.482,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.881.315,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.881.281,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.881.116,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.881.064,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.990,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.968,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.927,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.880.901,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.157,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.125,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.083,00",2024-12-03,"33.901.414.000.000,00",5.001
2.855,"15.922.970,00",2024-12-03,"33.903.022.000.000,00",3.001
2.855,"15.889.733,00",2024-12-03,"33.903.301.000.000,00",3.001
2.861,"15.839.001,00",2024-12-03,"33.903.914.000.000,00",9.001
2.861,"15.838.995,00",2024-12-03,"33.903.914.000.000,00",9.001
2.856,"15.874.698,00",2024-12-03,"33.901.414.000.000,00",4.001
2.864,"15.874.891,00",2024-12-03,"33.903.607.000.000,00",13.001
2.713,"15.869.991,00",2024-12-03,"33.901.414.000.000,00",1.001
2.857,"15.874.283,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.876.051,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.796,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.762,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.720,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.678,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.625,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.601,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.559,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.527,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.373,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.351,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.331,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.306,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.874.270,00",2024-12-03,"33.901.414.000.000,00",5.001
2.713,"15.870.024,00",2024-12-03,"33.901.414.000.000,00",1.001
2.857,"15.874.232,00",2024-12-03,"33.901.414.000.000,00",5.001
2.857,"15.873.995,00",2024-12-03,"33.903.009.000.000,00",5.001
2.857,"15.873.985,00",2024-12-03,"33.903.009.000.000,00",5.001
2.857,"15.873.972,00",2024-12-03,"33.903.009.000.000,00",5.001
2.857,"15.872.968,00",2024-12-03,"33.903.009.000.000,00",5.001
2.857,"15.870.108,00",2024-12-03,"33.903.010.000.000,00",5.001
2.857,"15.870.063,00",2024-12-03,"33.903.036.000.000,00",5.001
2.857,"15.869.996,00",2024-12-03,"33.903.009.000.000,00",5.001
2.857,"15.869.974,00",2024-12-03,"33.903.009.000.000,00",5.001
2.713,"15.873.572,00",2024-12-03,"33.901.414.000.000,00",1.001
2.713,"15.873.560,00",2024-12-03,"33.901.414.000.000,00",1.001
2.713,"15.873.545,00",2024-12-03,"33.901.414.000.000,00",1.001
2.713,"15.872.659,00",2024-12-03,"33.901.414.000.000,00",1.001
2.857,"21.206.927,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.206.008,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.975,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.959,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.875,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.846,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.802,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.772,00",2024-12-17,"31.901.175.000.000,00",5.001
2.857,"21.205.747,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.736,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.671,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.647,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.641,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.637,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.631,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.620,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.602,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.578,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.550,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.543,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.536,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.512,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.497,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.474,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.470,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.440,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.431,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.424,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.402,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.351,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.206.916,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.206.941,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.209.262,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.206.964,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.209.063,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.980,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.888,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.677,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.655,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.639,00",2024-12-17,"31.900.701.000.000,00",5.001
2.857,"21.208.637,00",2024-12-17,"31.900.701.000.000,00",5.001
2.857,"21.208.633,00",2024-12-17,"31.901.302.000.000,00",5.001
2.857,"21.208.632,00",2024-12-17,"31.901.302.000.000,00",5.001
2.857,"21.208.631,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.208.629,00",2024-12-17,"31.901.302.000.000,00",5.001
2.857,"21.208.624,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.622,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.620,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.619,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.596,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.572,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.569,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.559,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.557,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.555,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.208.550,00",2024-12-17,"31.911.303.000.000,00",5.001
2.857,"21.207.448,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.444,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.439,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.141,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.132,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.064,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.207.023,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.318,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.313,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.240,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.191,00",2024-12-17,"31.901.101.000.000,00",5.001
17700,"21.220.662,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.220.337,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.220.248,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.220.179,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.220.100,00",2024-12-16,"31.901.302.000.000,00",2.018
17700,"21.219.514,00",2024-12-16,"33.904.601.000.000,00",2.011
17700,"21.219.459,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.219.413,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.219.310,00",2024-12-16,"33.904.901.000.000,00",2.013
17700,"21.219.279,00",2024-12-16,"33.904.601.000.000,00",2.013
17700,"21.219.239,00",2024-12-16,"31.909.499.000.000,00",2.013
17700,"21.212.597,00",2024-12-16,"31.901.101.000.000,00",2.013
17700,"21.212.208,00",2024-12-16,"33.904.901.000.000,00",2.012
17700,"21.212.184,00",2024-12-16,"33.904.601.000.000,00",2.012
17700,"21.212.142,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.212.075,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.211.302,00",2024-12-16,"33.904.601.000.000,00",2.012
17700,"21.211.233,00",2024-12-16,"31.909.499.000.000,00",2.012
17700,"21.211.070,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.210.789,00",2024-12-16,"33.904.901.000.000,00",2.012
17700,"21.210.728,00",2024-12-16,"33.904.601.000.000,00",2.012
17700,"21.210.599,00",2024-12-16,"31.909.499.000.000,00",2.012
17700,"21.210.514,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.210.299,00",2024-12-16,"33.904.601.000.000,00",2.018
17700,"21.210.247,00",2024-12-16,"31.909.499.000.000,00",2.018
17700,"21.209.985,00",2024-12-16,"31.901.101.000.000,00",2.018
17700,"21.207.804,00",2024-12-16,"31.911.303.000.000,00",2.011
17700,"21.207.803,00",2024-12-16,"31.911.303.000.000,00",2.011
17700,"21.207.802,00",2024-12-16,"31.911.303.000.000,00",2.011
17700,"21.220.724,00",2024-12-16,"31.911.303.000.000,00",2.013
17700,"21.220.744,00",2024-12-16,"31.911.303.000.000,00",2.011
2.861,"21.218.624,00",2024-12-17,"33.903.007.000.000,00",9.001
2.857,"21.203.949,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.205.180,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.205.085,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.204.996,00",2024-12-17,"31.901.175.000.000,00",5.001
2.857,"21.204.977,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.204.968,00",2024-12-17,"31.901.101.000.000,00",5.001
2.857,"21.204.219,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.204.192,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.204.174,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.204.089,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.204.073,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.204.039,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.203.991,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.203.976,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.889,00",2024-12-17,"33.901.414.000.000,00",5.001
2.858,"21.219.377,00",2024-12-17,"33.903.101.000.000,00",6.001
2.857,"21.199.857,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.835,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.767,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.753,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.590,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.516,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.199.426,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.198.406,00",2024-12-17,"33.903.999.000.000,00",5.001
2.713,"21.206.787,00",2024-12-17,"33.903.016.000.000,00",1.001
2.713,"21.206.607,00",2024-12-17,"33.903.026.000.000,00",1.001
2.713,"21.200.976,00",2024-12-17,"33.903.026.000.000,00",1.001
2.863,"21.220.011,00",2024-12-17,"33.903.028.000.000,00",12.001
2.858,"21.219.481,00",2024-12-17,"33.903.101.000.000,00",6.001
2.857,"21.209.146,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.209.385,00",2024-12-17,"33.901.414.000.000,00",5.001
17700,"21.235.910,00",2024-12-18,"33.904.601.000.000,00",2.002
17700,"21.235.271,00",2024-12-18,"33.904.601.000.000,00",2.001
17700,"21.235.034,00",2024-12-18,"31.901.101.000.000,00",2.001
17700,"21.257.263,00",2024-12-18,"33.904.901.000.000,00",2.011
17700,"21.257.232,00",2024-12-18,"31.901.101.000.000,00",2.011
17700,"21.230.296,00",2024-12-18,"33.904.710.000.000,00",2.006
17700,"21.230.242,00",2024-12-18,"33.904.710.000.000,00",2.015
2.857,"21.250.999,00",2024-12-18,"33.904.710.000.000,00",5.001
2.857,"21.235.880,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.235.289,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.234.975,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.234.749,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.234.407,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.234.159,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.234.053,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.233.770,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.233.019,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.232.867,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.232.537,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.232.431,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.232.332,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.232.279,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.231.990,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.789,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.787,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.785,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.782,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.778,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.777,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.776,00",2024-12-18,"33.901.414.000.000,00",5.001
17700,"21.235.881,00",2024-12-18,"31.901.101.000.000,00",2.002
17700,"21.236.197,00",2024-12-18,"31.901.101.000.000,00",2.005
2.857,"21.219.094,00",2024-12-17,"33.903.950.000.000,00",5.001
17700,"21.236.228,00",2024-12-18,"31.901.175.000.000,00",2.005
17700,"21.248.767,00",2024-12-18,"32.902.101.000.000,00",2.009
17700,"21.248.709,00",2024-12-18,"46.907.101.000.000,00",2.009
17700,"21.248.550,00",2024-12-18,"46.907.101.000.000,00",2.009
17700,"21.248.521,00",2024-12-18,"31.911.303.000.000,00",2.012
17700,"21.248.475,00",2024-12-18,"31.911.303.000.000,00",2.012
